,train/loss,train/epoch,train/rewards/margins,train/rewards/rejected,train/logps/rejected,train/logps/chosen,train/logps/answer,train/ref_logps/chosen,train/rewards/accuracies,train/losses/total,train/losses/sft,train/global_step,train/ref_logps/answer,train/losses/dpo,train/rewards/chosen,train/learning_rate,train/ref_logps/rejected,_step,_runtime,_timestamp,train/grad_norm
32,0.5041,0.01,0.016616344451904297,-0.013128995895385742,-1.0978561639785767,-0.8825441002845764,-1.898369312286377,-0.8824578523635864,1,0.49537762999534607,0.8739253878593445,48,-1.8971164226531982,0.05841493979096413,0.0034873485565185547,1.4150943396226414e-08,-1.0983474254608154,47,146.0358054637909,1741097314.8831565,0.8330165147781372
33,0.5766,0.01,0.00495302677154541,-0.002351999282836914,-1.0835195779800415,-1.026386022567749,-1.6343234777450562,-1.025390863418579,1,0.5397862792015076,0.9570367932319641,49,-1.6299858093261719,0.061267875134944916,0.002601027488708496,1.4445754716981132e-08,-1.0843911170959473,48,149.10762906074524,1741097317.9549801,0.7740769982337952
34,0.6403,0.01,-0.008678197860717773,0.004118204116821289,-1.255558967590332,-1.1571943759918213,-1.5533344745635986,-1.1579859256744385,0,0.6596187353134155,1.1898607015609741,53,-1.5545870065689087,0.06468837708234787,-0.004559993743896484,1.5625e-08,-1.2547307014465332,52,161.00982880592346,1741097329.8571799,0.9555104374885559
35,0.5181,0.01,-0.005820751190185547,0.0007376670837402344,-0.7821067571640015,-0.9075822830200195,-1.637327790260315,-0.9062241315841675,0,0.5734155178070068,1.0189037322998047,55,-1.6340324878692627,0.06396365910768509,-0.0050830841064453125,1.6214622641509434e-08,-0.7842728495597839,54,166.8653793334961,1741097335.7127304,0.47567301988601685
36,0.5711,0.01,0.015025615692138672,-0.012730121612548828,-1.245330572128296,-1.0194854736328125,-1.327321171760559,-1.0199623107910156,1,0.6340682506561279,1.1505364179611206,56,-1.3274359703063965,0.05880003795027733,0.0022954940795898438,1.650943396226415e-08,-1.2434931993484497,55,169.81337547302246,1741097338.6607265,0.9760460257530212
37,0.5441,0.01,-0.008007526397705078,0.0046994686126708984,-1.1073448657989502,-0.9643112421035767,-1.4122018814086914,-0.9669830203056335,0,0.6953109502792358,1.26158607006073,59,-1.4157425165176392,0.06451791524887085,-0.0033080577850341797,1.73938679245283e-08,-1.1088528633117676,58,178.6497733592987,1741097347.4971244,1.1974635124206543
38,0.3752,0.01,0.0073168277740478516,-0.008498311042785645,-1.0656770467758179,-0.6269421577453613,-0.9638792276382446,-0.6278149485588074,1,0.3926037847995758,0.6638392210006714,61,-0.9620168209075928,0.06068417802453041,-0.001181483268737793,1.7983490566037735e-08,-1.0650417804718018,60,184.5330159664154,1741097353.380367,1.114654302597046
39,0.5354,0.01,-0.00685572624206543,0.0016115903854370117,-1.1047230958938599,-0.9453349113464355,-1.3563103675842285,-0.9443747401237488,0,0.5560209155082703,0.9835904240608215,62,-1.3553061485290527,0.0642256811261177,-0.005244135856628418,1.8278301886792452e-08,-1.1042715311050415,61,187.45957612991333,1741097356.3069272,1.2569183111190796
40,0.4448,0.02,-0.0024271011352539062,0.0015442371368408203,-0.9534663558006287,-0.7640289068222046,-0.9499980211257935,-0.7637565732002258,0,0.6040799021720886,1.0819432735443115,65,-0.9510096907615662,0.06310825049877167,-0.0008828639984130859,1.91627358490566e-08,-0.9536916017532349,64,196.22787976264954,1741097365.0752308,0.9678000211715698
41,0.4627,0.02,0.020438194274902344,-0.017797231674194336,-1.2922463417053223,-0.8009661436080933,-1.2473315000534058,-0.8002541065216064,1,0.3783903419971466,0.6417909264564514,67,-1.249753713607788,0.0574948824942112,0.002640962600708008,1.9752358490566035e-08,-1.290980339050293,66,202.2694113254547,1741097371.1167624,1.108406662940979
42,0.4042,0.02,0.0062713623046875,-0.004896402359008789,-0.7284510135650635,-0.679498016834259,-1.4841057062149048,-0.675987958908081,1,0.7535514831542969,1.3852189779281616,68,-1.4844398498535156,0.060941990464925766,0.001374959945678711,2.0047169811320753e-08,-0.7287858724594116,67,205.1903636455536,1741097374.0377147,1.3361763954162598
43,0.636,0.02,0.0024219751358032227,-0.004347801208496094,-1.294368028640747,-1.1471600532531738,-2.053464651107788,-1.144588828086853,1,0.4944917857646942,0.865191638469696,69,-2.0560412406921387,0.06189597398042679,-0.001925826072692871,2.034198113207547e-08,-1.2915160655975342,68,208.14348101615906,1741097376.990832,0.8858914375305176
44,0.6397,0.02,0.023173093795776367,-0.015343904495239258,-1.3856620788574219,-1.1576168537139893,-1.9737879037857056,-1.1588236093521118,1,0.5341519713401794,0.9546219706535339,70,-1.973958134651184,0.05684097483754158,0.00782918930053711,2.0636792452830187e-08,-1.383551001548767,69,211.07564997673035,1741097379.923001,0.970769464969635
45,0.5255,0.02,0.014863014221191406,-0.013940095901489258,-1.1129893064498901,-0.9272000193595886,-1.34478759765625,-0.9280146360397339,1,0.7765042185783386,1.4353294372558594,74,-1.3391506671905518,0.058839473873376846,0.0009229183197021484,2.1816037735849054e-08,-1.112647533416748,73,222.84173440933228,1741097391.6890855,1.32387375831604
46,0.5402,0.02,0.006067752838134766,-0.0038487911224365234,-0.8067408800125122,-0.95494544506073,-1.2875261306762695,-0.9534859657287598,1,0.6972437500953674,1.2725030183792114,75,-1.2882087230682373,0.06099226698279381,0.002218961715698242,2.211084905660377e-08,-0.8056689500808716,74,225.76870393753052,1741097394.616055,0.6881823539733887
47,0.5807,0.02,0.00064849853515625,-0.006511688232421875,-1.226658582687378,-1.0353772640228271,-1.7787556648254395,-1.0354106426239014,1,0.7047664523124695,1.284856915473938,76,-1.7810887098312378,0.062337979674339294,-0.005863189697265625,2.2405660377358488e-08,-1.2277770042419434,75,228.73748350143433,1741097397.5848346,0.5552311539649963
48,0.4852,0.02,-0.0015524625778198242,0.006149888038635254,-1.4004071950912476,-0.8483748435974121,-1.8917269706726074,-0.8505270481109619,0,0.5472275614738464,0.9686776399612427,77,-1.8912878036499023,0.0628887191414833,0.00459742546081543,2.2700471698113206e-08,-1.3995251655578613,76,231.93488216400146,1741097400.7822332,0.6064238548278809
49,0.5095,0.02,-0.006857156753540039,0.001547098159790039,-0.9566601514816284,-0.8948703408241272,-1.2835332155227661,-0.8981584310531616,0,0.6006866097450256,1.0729211568832397,78,-1.2826915979385376,0.06422604620456696,-0.00531005859375,2.2995283018867923e-08,-0.959067702293396,77,234.87008786201477,1741097403.717439,1.8178362846374512
50,0.3756,0.02,-0.0004342794418334961,-0.0019150972366333008,-0.9268255233764648,-0.6283982992172241,-1.7208709716796875,-0.6297221779823303,0,0.5224484801292419,0.9196797609329224,79,-1.7214605808258057,0.06260861456394196,-0.002349376678466797,2.329009433962264e-08,-0.9259575605392456,78,237.83156394958496,1741097406.678915,0.7793310880661011
51,0.5346,0.02,-0.002071380615234375,-0.005223751068115234,-1.2076998949050903,-0.9497981071472168,-1.1521844863891602,-0.9487046003341675,0,0.6695675253868103,1.2130972146987915,82,-1.1555135250091553,0.06301891803741455,-0.007295131683349609,2.4174528301886792e-08,-1.2008285522460938,81,246.65591502189636,1741097415.503266,1.7752200365066528
52,0.6073,0.02,0.000530242919921875,0.0010657310485839844,-0.9939439296722412,-1.0925105810165405,-1.918407678604126,-1.0940618515014648,1,0.5764124393463135,1.0280898809432983,84,-1.9191306829452515,0.0623675100505352,0.0015959739685058594,2.4764150943396227e-08,-0.992523729801178,83,252.7353868484497,1741097421.582738,0.5521326661109924
53,0.6376,0.02,-0.0195767879486084,0.01295781135559082,-1.0118904113769531,-1.1450915336608887,-1.6004607677459717,-1.1427193880081177,0,0.6871492862701416,1.2393184900283813,85,-1.5999360084533691,0.06749001145362854,-0.006618976593017578,2.5058962264150944e-08,-1.0144940614700317,84,255.6638855934143,1741097424.5112367,1.125884771347046
54,0.6895,0.02,-0.002531290054321289,0.0022792816162109375,-0.9867140650749207,-1.2552317380905151,-1.853174090385437,-1.2548493146896362,0,0.5800527334213257,1.0338366031646729,86,-1.857460856437683,0.06313442438840866,-0.00025200843811035156,2.5353773584905662e-08,-0.9849374890327454,85,258.6013286113739,1741097427.4486797,1.2478774785995483
55,0.5261,0.02,-0.0031663179397583008,0.004431009292602539,-0.8013910055160522,-0.9275621175765991,-1.6259433031082153,-0.929296612739563,0,0.5348130464553833,0.9430379867553711,87,-1.6212645769119263,0.06329408288002014,0.0012646913528442383,2.564858490566038e-08,-0.8026462197303772,86,261.53911328315735,1741097430.3864644,1.1270695924758911
56,0.5959,0.02,0.002389192581176758,0.0001850128173828125,-1.0013773441314697,-1.062603235244751,-1.455894947052002,-1.0607664585113525,1,0.626253604888916,1.1286989450454712,89,-1.4583327770233154,0.06190412864089012,0.0025742053985595703,2.623820754716981e-08,-1.003669023513794,88,267.4517867565155,1741097436.2991378,1.421216368675232
57,0.3991,0.02,0.003278374671936035,-0.0021178722381591797,-1.1387804746627808,-0.6755019426345825,-1.333725929260254,-0.6787678599357605,1,0.47697892785072327,0.8305916786193848,90,-1.3375012874603271,0.06168309226632118,0.0011605024337768555,2.6533018867924528e-08,-1.139623761177063,89,270.40876865386963,1741097439.2561197,0.6869639158248901
58,0.6066,0.02,-0.007647037506103516,0.004505634307861328,-0.9647427797317505,-1.0902557373046875,-1.403714656829834,-1.090040922164917,0,0.673366904258728,1.2178810834884644,91,-1.4080603122711182,0.06442637741565704,-0.0031414031982421875,2.6827830188679245e-08,-0.9624447226524353,90,273.34875750541687,1741097442.1961086,0.892030656337738
59,0.6778,0.02,0.00092315673828125,0.002396821975708008,-1.136832356452942,-1.2333037853240967,-1.7649312019348145,-1.2343380451202393,1,0.5677118897438049,1.0108848810195923,92,-1.7650752067565918,0.0622694231569767,0.003319978713989258,2.7122641509433962e-08,-1.135115146636963,91,276.5347692966461,1741097445.3821204,0.5564664006233215
60,0.6629,0.02,-0.013884305953979492,0.009246587753295898,-1.3275376558303833,-1.1982403993606567,-1.4072805643081665,-1.1975417137145996,0,0.621666669845581,1.1112948656082153,94,-1.407660722732544,0.06601926684379578,-0.004637718200683594,2.7712264150943397e-08,-1.3293585777282715,93,282.68557357788086,1741097451.5329247,0.8030397295951843
61,0.5337,0.02,-0.0007495880126953125,0.0005447864532470703,-0.9601089954376221,-0.9385136365890503,-1.550208568572998,-0.9384492635726929,0,0.8580224514007568,1.590669870376587,95,-1.5509381294250488,0.06268753856420517,-0.0002048015594482422,2.800707547169811e-08,-0.9639182090759277,94,285.6165380477905,1741097454.4638891,1.021816372871399
62,0.4368,0.02,0.0009217262268066406,-0.0013859272003173828,-0.7156524658203125,-0.7495028972625732,-1.1677541732788086,-0.7522265315055847,1,0.5144548416137695,0.9043700695037842,96,-1.1687512397766113,0.06226978078484535,-0.0004642009735107422,2.830188679245283e-08,-0.7174128293991089,95,288.5377037525177,1741097457.3850548,1.1442861557006836
63,0.3833,0.02,-0.01711118221282959,0.010718107223510742,-0.8516415953636169,-0.6402044296264648,-1.3760173320770264,-0.6370876431465149,0,0.5001672506332397,0.8666324615478516,97,-1.3722753524780273,0.06685099005699158,-0.006393074989318848,2.8596698113207546e-08,-0.849754810333252,96,291.4791305065155,1741097460.3264816,0.9581488370895386
64,0.5075,0.02,0.005422115325927734,-0.0040476322174072266,-0.9211795330047607,-0.891093373298645,-1.6894652843475342,-0.8923868536949158,1,0.6052131056785583,1.0881226062774658,100,-1.6886563301086426,0.06115182116627693,0.0013744831085205078,2.9481132075471698e-08,-0.9213122129440308,99,300.4517433643341,1741097469.2990944,0.9606218338012695
65,0.5297,0.02,0.006287813186645508,-0.0017762184143066406,-1.2249749898910522,-0.9341225624084473,-1.7441898584365845,-0.9354830980300903,1,0.5281705856323242,0.9344652891159058,103,-1.7381460666656494,0.06093792989850044,0.004511594772338867,3.036556603773585e-08,-1.2265697717666626,102,309.3462851047516,1741097478.1936362,0.7187150716781616
66,0.5675,0.02,-0.004065155982971191,0.0023676156997680664,-0.8807603120803833,-1.0089259147644043,-1.8337985277175903,-1.0081218481063843,0,0.4456939399242401,0.7643470168113708,104,-1.834404706954956,0.06352042406797409,-0.001697540283203125,3.0660377358490564e-08,-0.8809428811073303,103,312.3163728713989,1741097481.163724,0.6154595017433167
67,0.7181,0.02,0.0003609657287597656,0.0039424896240234375,-1.23698890209198,-1.3141623735427856,-1.9180314540863037,-1.3163671493530273,1,0.7130404114723206,1.3012611865997314,105,-1.91189706325531,0.062409792095422745,0.004303455352783203,3.0955188679245285e-08,-1.2360446453094482,104,315.25091195106506,1741097484.098263,0.8944993615150452
68,0.7147,0.03,0.004071950912475586,-0.0008299350738525391,-1.2930954694747925,-1.3029837608337402,-1.6406540870666504,-1.3010145425796509,1,0.6096137166023254,1.0962550640106201,106,-1.638826608657837,0.06148615851998329,0.003242015838623047,3.125e-08,-1.2924435138702393,105,318.1944534778595,1741097487.0418046,0.9093424677848816
69,0.6591,0.03,0.005904197692871094,-0.0019488334655761719,-1.2006587982177734,-1.1983487606048584,-1.5508743524551392,-1.2034623622894287,1,0.673928439617157,1.225791573524475,107,-1.55196213722229,0.06103266403079033,0.003955364227294922,3.154481132075472e-08,-1.2006232738494873,106,321.16109323501587,1741097490.0084443,1.0264384746551514
70,0.4221,0.03,0.009293556213378906,-0.00760340690612793,-1.0359196662902832,-0.7210724353790283,-1.4580001831054688,-0.7206456661224365,1,0.5397413372993469,0.9590862393379211,109,-1.457766056060791,0.06019820272922516,0.0016901493072509766,3.2134433962264154e-08,-1.0335347652435303,108,327.088125705719,1741097495.9354768,0.581148624420166
71,0.572,0.03,0.0034265518188476562,-0.0028002262115478516,-1.3781929016113281,-1.0239218473434448,-1.5282697677612305,-1.0267558097839355,1,0.45767855644226074,0.7920645475387573,110,-1.534633755683899,0.061646297574043274,0.0006263256072998047,3.242924528301887e-08,-1.376117467880249,109,330.1648676395416,1741097499.0122187,0.939501941204071
72,0.531,0.03,0.01077890396118164,-0.006005525588989258,-0.916627049446106,-0.9377172589302063,-1.1051301956176758,-0.9368850588798523,1,0.7456422448158264,1.3716158866882324,112,-1.1069047451019287,0.0598343200981617,0.004773378372192383,3.30188679245283e-08,-0.9151561856269836,111,336.06701827049255,1741097504.9143693,1.7196928262710571
73,0.5781,0.03,-0.006902813911437988,0.008818745613098145,-0.9216306209564209,-1.024224042892456,-1.5319567918777466,-1.0197393894195557,0,0.5827059745788574,1.0369367599487305,113,-1.532867193222046,0.06423761695623398,0.0019159317016601562,3.331367924528302e-08,-0.9239203929901123,112,339.0068943500519,1741097507.8542454,1.2645398378372192
74,0.5995,0.03,-0.000658869743347168,0.002129077911376953,-1.1968339681625366,-1.0770655870437622,-1.6824551820755005,-1.0779931545257568,0,0.5596976280212402,0.9940655827522278,119,-1.6801445484161377,0.06266482919454575,0.0014702081680297852,3.508254716981132e-08,-1.1947007179260254,118,356.67638635635376,1741097525.5237374,0.6239917278289795
75,0.4562,0.03,0.0037734508514404297,-0.0012447834014892578,-0.9376131892204285,-0.7876760959625244,-1.5841031074523926,-0.7901499271392822,1,0.3897950053215027,0.6564696431159973,120,-1.5875952243804932,0.06156019866466522,0.002528667449951172,3.5377358490566035e-08,-0.9398185014724731,119,359.62142848968506,1741097528.4687796,1.455647349357605
76,0.5443,0.03,-0.0015673637390136719,0.00019598007202148438,-1.0511705875396729,-0.9644681215286255,-2.1830246448516846,-0.9652025699615479,0,0.5474942922592163,0.9692036509513855,121,-2.183621406555176,0.06289245188236237,-0.0013713836669921875,3.5672169811320755e-08,-1.051107406616211,120,362.7942638397217,1741097531.641615,0.6381985545158386
77,0.5005,0.03,0.0025682449340820312,-0.0019179582595825195,-1.300370216369629,-0.8817005157470703,-1.5371286869049072,-0.8839629888534546,1,0.4527341425418854,0.7817491292953491,122,-1.5397937297821045,0.06185958907008171,0.0006502866744995117,3.596698113207547e-08,-1.2967890501022339,121,365.8859944343567,1741097534.7333455,0.6077784895896912
78,0.6041,0.03,0.0021588802337646484,-0.006071686744689941,-1.1677762269973755,-1.0833460092544556,-1.5105262994766235,-1.0816211700439453,1,0.5087276101112366,0.8935322761535645,123,-1.5116978883743286,0.061961445957422256,-0.003912806510925293,3.626179245283019e-08,-1.1659839153289795,122,369.0220320224762,1741097537.869383,0.5119972229003906
79,0.4709,0.03,-0.0006926059722900391,0.0006923675537109375,-1.1086139678955078,-0.8170977830886841,-1.4266895055770874,-0.8159229755401611,0,0.56459641456604,1.003846287727356,124,-1.4262936115264893,0.06267327070236206,-2.384185791015625e-07,3.6556603773584904e-08,-1.1070221662521362,123,371.9715836048126,1741097540.8189347,0.6017630696296692
