,_step,_timestamp,train/logps/chosen,train/grad_norm,train/learning_rate,train/epoch,train/losses/dpo,train/losses/total,train/logps/answer,train/loss,train/losses/sft,_runtime,train/rewards/margins,train/rewards/chosen,train/rewards/rejected,train/rewards/accuracies,train/global_step,train/logps/rejected
31,41,1731435039.42081,-0.34879162907600403,0.1790374368429184,0,0.0,0.07737790048122406,0.07737790048122406,-1.016007423400879,0.0774,0.34879156947135925,106.289782914,3.020115613937378,-0.6975832581520081,-3.717698812484741,1,42,-1.8588494062423706
32,42,1731435041.4394705,-1.6854878664016724,1.8053882122039795,0,0.0,0.256114661693573,0.256114661693573,-3.0702133178710938,0.2561,1.685487985610962,108.308497701,1.7313411235809326,-3.3709757328033447,-5.102316856384277,1,43,-2.5511584281921387
33,44,1731435045.4789493,-1.2809898853302002,2.1451468467712402,0,0.0,1.4171758890151978,1.4171758890151978,-1.9416474103927612,1.4172,1.2809897661209106,112.392464041,-0.6395792961120605,-2.5619797706604004,-1.9224004745483398,0,45,-0.9612002372741699
34,45,1731435047.5017867,-1.1279257535934448,2.549067258834839,0,0.0,0.6166189908981323,0.6166189908981323,-1.4707257747650146,0.6166,1.1279258728027344,114.370745228,0.6594018936157227,-2.2558515071868896,-2.9152534008026123,1,46,-1.4576267004013062
35,46,1731435049.499324,-1.248127818107605,3.4256386756896973,0,0.0,0.9464764595031738,0.9464764595031738,-1.8015838861465454,0.9465,1.248127818107605,116.368306088,0.04471993446350098,-2.49625563621521,-2.540975570678711,1,47,-1.2704877853393555
36,47,1731435051.5153873,-1.1004968881607056,1.271450400352478,0,0.0,0.17126867175102234,0.17126867175102234,-2.135227680206299,0.1713,1.100496768951416,118.384371398,2.1776654720306396,-2.200993776321411,-4.378659248352051,1,48,-2.1893296241760254
37,48,1731435053.5329943,-1.1786701679229736,6.776057720184326,0,0.0,1.645416021347046,1.645416021347046,-1.5332978963851929,1.6454,1.1786701679229736,120.401970555,-0.9310683012008667,-2.3573403358459473,-1.4262720346450806,0,49,-0.7131360173225403
38,50,1731435057.543433,-1.6678820848464966,3.9804861545562744,0,0.0,0.847989559173584,0.847989559173584,-1.047804594039917,0.848,1.6678820848464966,124.412453773,0.21110773086547852,-3.335764169692993,-3.5468719005584717,1,51,-1.7734359502792358
39,51,1731435059.56074,-1.1256805658340454,1.6285401582717896,0,0.0,0.2234778106212616,0.2234778106212616,-1.5630422830581665,0.2235,1.1256805658340454,126.429694988,1.8846242427825928,-2.251361131668091,-4.135985374450684,1,52,-2.067992687225342
40,53,1731435063.5817034,-0.5525336861610413,1.6924543380737305,0,0.0,0.8512626886367798,0.8512626886367798,-0.3957497775554657,0.8513,0.5525336861610413,130.450667046,0.20538973808288574,-1.1050673723220825,-1.3104571104049683,1,54,-0.6552285552024841
41,54,1731435065.580756,-0.7561233043670654,3.416933298110962,0,0.0,1.1256628036499023,1.1256628036499023,-0.9627634882926941,1.1257,0.7561233043670654,132.492404318,-0.23345351219177246,-1.5122466087341309,-1.2787930965423584,0,55,-0.6393965482711792
42,56,1731435069.6122222,-0.4283800721168518,1.0710134506225586,0,0.0,0.34834086894989014,0.34834086894989014,-1.0276308059692383,0.3483,0.4283800721168518,136.481213593,1.3753525018692017,-0.8567601442337036,-2.2321126461029053,1,57,-1.1160563230514526
43,57,1731435071.6282017,-1.6978055238723755,5.335121154785156,0,0.0,0.8046100735664368,0.8046100735664368,-1.2553728818893433,0.8046,1.697805404663086,138.497153015,0.28826165199279785,-3.395611047744751,-3.683872699737549,1,58,-1.8419363498687744
44,58,1731435073.6467805,-1.6578714847564697,2.6365814208984375,0,0.0,1.106970191001892,1.106970191001892,-1.5555938482284546,1.107,1.6578716039657593,140.515784579,-0.205657958984375,-3.3157429695129395,-3.1100850105285645,0,59,-1.5550425052642822
45,60,1731435077.693946,-0.9247630834579468,2.6207265853881836,0,0.0,0.5515155792236328,0.5515155792236328,-2.18569016456604,0.5515,0.9247630834579468,144.562902604,0.8066856861114502,-1.8495261669158936,-2.6562118530273438,1,61,-1.3281059265136719
46,61,1731435079.691773,-0.9510071277618408,1.5611449480056763,0,0.0,0.39962154626846313,0.39962154626846313,-0.20295819640159607,0.3996,0.9510072469711304,146.560766496,1.2107813358306885,-1.9020142555236816,-3.11279559135437,1,62,-1.556397795677185
47,63,1731435083.6862252,-1.2670906782150269,2.5744147300720215,0,0.0,0.49207744002342224,0.49207744002342224,-2.565001964569092,0.4921,1.2670907974243164,150.555180651,0.9530115127563477,-2.5341813564300537,-3.4871928691864014,1,64,-1.7435964345932007
48,64,1731435085.7043614,-1.7088265419006348,4.108623504638672,0,0.0,1.6313239336013794,1.6313239336013794,-1.439175009727478,1.6313,1.7088265419006348,152.616372785,-0.9135777950286865,-3.4176530838012695,-2.504075288772583,0,65,-1.2520376443862915
49,65,1731435087.7006438,-2.463047504425049,5.086953163146973,0,0.0,2.667865037918091,2.667865037918091,-2.3648486137390137,2.6679,2.463047504425049,154.569586428,-2.0959391593933105,-4.926095008850098,-2.830155849456787,0,66,-1.4150779247283936
50,66,1731435089.7228737,-1.5174496173858643,3.5585174560546875,0,0.0,1.2421523332595825,1.2421523332595825,-1.6084868907928467,1.2422,1.5174496173858643,156.591844002,-0.40140414237976074,-3.0348992347717285,-2.6334950923919678,0,67,-1.3167475461959839
51,67,1731435091.7192428,-1.4510328769683838,3.9436607360839844,0,0.0,1.9007344245910645,1.9007344245910645,-2.457176446914673,1.9007,1.4510332345962524,158.588192439,-1.2388519048690796,-2.9020657539367676,-1.663213849067688,0,68,-0.831606924533844
52,68,1731435093.7354898,-1.363785743713379,2.574676752090454,0,0.0,1.1494195461273193,1.1494195461273193,-1.8920719623565674,1.1494,1.363785743713379,160.60453827,-0.26842164993286133,-2.727571487426758,-2.4591498374938965,0,69,-1.2295749187469482
53,69,1731435095.7356768,-0.4021182954311371,1.3686175346374512,0,0.0,0.7439286708831787,0.7439286708831787,-1.7213300466537476,0.7439,0.40211835503578186,162.648431274,0.40089160203933716,-0.8042365908622742,-1.2051281929016113,1,70,-0.6025640964508057
54,70,1731435097.750572,-1.2837769985198975,1.6736419200897217,0,0.0,0.3761771321296692,0.3761771321296692,-0.7228698134422302,0.3762,1.283777117729187,164.619505968,1.283717393875122,-2.567553997039795,-3.851271390914917,1,71,-1.9256356954574585
55,71,1731435099.7657485,-1.3304654359817505,2.546970844268799,0,0.0,0.7638809680938721,0.7638809680938721,-1.755669355392456,0.7639,1.3304654359817505,166.634693301,0.3632068634033203,-2.660930871963501,-3.0241377353668213,1,72,-1.5120688676834106
56,72,1731435101.7849126,-1.708537220954895,2.560556173324585,0,0.0,1.160172939300537,1.160172939300537,-1.2738802433013916,1.1602,1.708537220954895,168.653830581,-0.28412294387817383,-3.41707444190979,-3.132951498031616,0,73,-1.566475749015808
57,73,1731435103.8022184,-1.474438190460205,2.170605182647705,0,0.0,0.5146976709365845,0.5146976709365845,-2.468031167984009,0.5147,1.4744383096694946,170.671176679,0.89581298828125,-2.94887638092041,-3.84468936920166,1,74,-1.92234468460083
58,74,1731435105.8026485,-0.47277238965034485,6.299012660980225,0,0.0,0.7189053297042847,0.7189053297042847,-1.0666691064834595,0.7189,0.47277241945266724,172.716407541,0.4491305947303772,-0.9455447793006897,-1.394675374031067,1,75,-0.6973376870155334
59,75,1731435107.7971456,-0.4184718728065491,1.5880186557769775,0,0.0,0.6229440569877625,0.6229440569877625,-1.1308283805847168,0.6229,0.4184718132019043,174.666096964,0.6457093954086304,-0.8369437456130981,-1.4826531410217285,1,76,-0.7413265705108643
60,76,1731435109.794526,-0.7200591564178467,0.4380558133125305,0,0.0,0.22048579156398773,0.22048579156398773,-1.2337104082107544,0.2205,0.7200591564178467,176.663461361,1.8996543884277344,-1.4401183128356934,-3.3397727012634277,1,77,-1.6698863506317139
61,77,1731435111.7947168,-1.6841437816619873,6.990626811981201,0,0.0,1.1658458709716797,1.1658458709716797,-0.6622651219367981,1.1658,1.6841437816619873,178.663695756,-0.2923750877380371,-3.3682875633239746,-3.0759124755859375,0,78,-1.5379562377929688
62,78,1731435113.8103273,-0.8697255253791809,0.577246904373169,0,0.0,0.10187707841396332,0.10187707841396332,-0.8971540927886963,0.1019,0.8697255849838257,180.679273019,2.7326173782348633,-1.7394510507583618,-4.4720683097839355,1,79,-2.2360341548919678
63,79,1731435115.8069348,-1.4105300903320312,1.4615591764450073,0,0.0,0.42966562509536743,0.42966562509536743,-2.014857530593872,0.4297,1.4105300903320312,182.716368289,1.12223482131958,-2.8210601806640625,-3.9432950019836426,1,80,-1.9716475009918213
64,80,1731435117.831157,-2.0575037002563477,5.201600551605225,0,0.0,2.615309000015259,2.615309000015259,-2.4153220653533936,2.6153,2.0575039386749268,184.700121593,-2.039350748062134,-4.115007400512695,-2.0756566524505615,0,81,-1.0378283262252808
65,83,1731435123.8642578,-0.9467307329177856,1.2658374309539795,0,0.0,0.4094517230987549,0.4094517230987549,-1.6065417528152466,0.4095,0.9467307329177856,190.733199231,1.18123459815979,-1.8934614658355713,-3.0746960639953613,1,84,-1.5373480319976807
66,84,1731435125.8543754,-0.8700441718101501,3.0918071269989014,0,0.01,1.187301516532898,1.187301516532898,-0.43676912784576416,1.1873,0.8700441718101501,192.768512331,-0.3233957290649414,-1.7400883436203003,-1.4166926145553589,0,85,-0.7083463072776794
67,85,1731435127.8758907,-1.7485607862472534,2.502992630004883,0,0.01,0.6146911978721619,0.6146911978721619,-2.047201156616211,0.6147,1.7485607862472534,194.744826224,0.66359543800354,-3.497121572494507,-4.160717010498047,1,86,-2.0803585052490234
68,86,1731435129.8897617,-0.7367990612983704,1.6548560857772827,0,0.01,0.3645184338092804,0.3645184338092804,-1.1257915496826172,0.3645,0.7367990612983704,196.758721093,1.321388602256775,-1.4735981225967407,-2.7949867248535156,1,87,-1.3974933624267578
69,88,1731435133.9049754,-1.9449102878570557,3.5344464778900146,0,0.01,1.5473743677139282,1.5473743677139282,-2.0395913124084473,1.5474,1.9449104070663452,200.773910982,-0.808093786239624,-3.8898205757141113,-3.0817267894744873,0,89,-1.5408633947372437
70,89,1731435135.9020197,-0.7912034392356873,3.0072357654571533,0,0.01,0.5641184449195862,0.5641184449195862,-0.9113685488700867,0.5641,0.791203498840332,202.816422065,0.7772072553634644,-1.5824068784713745,-2.359614133834839,1,90,-1.1798070669174194
71,90,1731435137.9172952,-1.2846938371658325,1.2929242849349976,0,0.01,0.3406839966773987,0.3406839966773987,-1.8221948146820068,0.3407,1.2846938371658325,204.786277028,1.4016265869140625,-2.569387674331665,-3.9710142612457275,1,91,-1.9855071306228638
72,91,1731435139.9351377,-1.887701153755188,5.009492874145508,0,0.01,2.144599676132202,2.144599676132202,-2.2632944583892822,2.1446,1.8877010345458984,206.804073299,-1.5200393199920654,-3.775402307510376,-2.2553629875183105,0,92,-1.1276814937591553
73,92,1731435141.9542015,-1.3470500707626343,2.844757556915283,0,0.01,1.1661458015441895,1.1661458015441895,-0.8732229471206665,1.1661,1.3470500707626343,208.823145173,-0.29281067848205566,-2.6941001415252686,-2.401289463043213,0,93,-1.2006447315216064
74,93,1731435143.9770532,-1.0848064422607422,1.4908339977264404,0,0.01,0.35368117690086365,0.35368117690086365,-1.8611812591552734,0.3537,1.0848064422607422,210.84607137,1.3573122024536133,-2.1696128845214844,-3.5269250869750977,1,94,-1.7634625434875488
75,94,1731435145.977436,-1.0526422262191772,2.8511905670166016,0,0.01,0.9567456245422363,0.9567456245422363,-2.265472650527954,0.9567,1.0526421070098877,212.892378102,0.027991533279418945,-2.1052844524383545,-2.1332759857177734,1,95,-1.0666379928588867
76,95,1731435147.9962392,-0.6547154784202576,1.6067103147506714,0,0.01,0.6253049969673157,0.6253049969673157,-1.584069013595581,0.6253,0.6547154784202576,214.865315618,0.6406241655349731,-1.3094309568405151,-1.9500551223754883,1,96,-0.9750275611877441
77,96,1731435150.017663,-1.2798793315887451,2.4182848930358887,0,0.01,0.7391943335533142,0.7391943335533142,-2.1711292266845703,0.7392,1.2798794507980347,216.886617412,0.40993309020996094,-2.5597586631774902,-2.969691753387451,1,97,-1.4848458766937256
78,97,1731435152.011919,-0.7459462285041809,1.7460408210754395,0,0.01,0.7296606302261353,0.7296606302261353,-1.7662220001220703,0.7297,0.7459462285041809,218.880866744,0.4282594919204712,-1.4918924570083618,-1.920151948928833,1,98,-0.9600759744644165
79,98,1731435154.0282474,-1.3448686599731445,2.1145401000976562,0,0.01,0.9056569933891296,0.9056569933891296,-2.4168105125427246,0.9057,1.344868540763855,220.897261516,0.11232113838195801,-2.689737319946289,-2.802058458328247,1,99,-1.4010292291641235
80,100,1731435158.077286,-1.1856263875961304,2.17494535446167,0,0.01,0.6612335443496704,0.6612335443496704,-1.3112486600875854,0.6612,1.1856261491775513,224.946214639,0.5648794174194336,-2.3712527751922607,-2.9361321926116943,1,101,-1.4680660963058472
81,101,1731435160.0988793,-1.966739296913147,0.7687848806381226,0,0.01,0.19930271804332733,0.19930271804332733,-2.2861273288726807,0.1993,1.9667390584945679,226.967828453,2.011624574661255,-3.933478593826294,-5.945103168487549,1,102,-2.9725515842437744
82,102,1731435162.0963805,-1.0291621685028076,3.9524834156036377,0,0.01,0.7921470999717712,0.7921470999717712,-1.5838394165039062,0.7921,1.029162049293518,228.965385464,0.3109242916107178,-2.0583243370056152,-2.369248628616333,1,103,-1.1846243143081665
83,103,1731435164.0940323,-0.6947804689407349,7.92142915725708,0,0.01,1.257338523864746,1.257338523864746,-2.11842942237854,1.2573,0.6947804689407349,230.96297481,-0.422690749168396,-1.3895609378814697,-0.9668701887130737,0,104,-0.48343509435653687
84,105,1731435168.1352654,-1.1120049953460693,2.4502270221710205,0,0.01,1.0389389991760254,1.0389389991760254,-2.1517603397369385,1.0389,1.1120048761367798,235.004221081,-0.10224652290344238,-2.2240099906921387,-2.1217634677886963,0,106,-1.0608817338943481
85,106,1731435170.1548889,-1.9406955242156982,2.125563621520996,0,0.01,1.0632786750793457,1.0632786750793457,-2.5500876903533936,1.0633,1.9406955242156982,237.023851444,-0.13966727256774902,-3.8813910484313965,-3.7417237758636475,0,107,-1.8708618879318237
86,107,1731435172.1560915,-0.829277753829956,2.896608591079712,0,0.01,0.7692657113075256,0.7692657113075256,-1.3651785850524902,0.7693,0.829277753829956,239.025035421,0.3531494140625,-1.658555507659912,-2.011704921722412,1,108,-1.005852460861206
87,108,1731435174.1570354,-1.3411823511123657,1.2704193592071533,0,0.01,0.33829987049102783,0.33829987049102783,-1.2221169471740723,0.3383,1.3411824703216553,241.026033671,1.4099085330963135,-2.6823647022247314,-4.092273235321045,1,109,-2.0461366176605225
88,109,1731435176.152972,-1.3261076211929321,4.593136310577393,0,0.01,1.0951403379440308,1.0951403379440308,-0.46656158566474915,1.0951,1.3261077404022217,243.068399489,-0.18793463706970215,-2.6522152423858643,-2.464280605316162,0,110,-1.232140302658081
89,110,1731435178.1808329,-1.1922779083251953,1.7793749570846558,0,0.01,0.6303650736808777,0.6303650736808777,-1.7626146078109741,0.6304,1.1922780275344849,245.049815187,0.6297714710235596,-2.3845558166503906,-3.01432728767395,1,111,-1.507163643836975
90,111,1731435180.1782436,-1.8535171747207642,2.352712869644165,0,0.01,0.4265282154083252,0.4265282154083252,-1.1905330419540405,0.4265,1.8535172939300537,247.047229895,1.1312439441680908,-3.7070343494415283,-4.838278293609619,1,112,-2.4191391468048096
91,112,1731435182.1781585,-2.038895606994629,4.251530170440674,0,0.01,1.226385474205017,1.226385474205017,-1.2309019565582275,1.2264,2.03889536857605,249.047150982,-0.3791642189025879,-4.077791213989258,-3.69862699508667,0,113,-1.849313497543335
92,114,1731435186.217117,-1.0639207363128662,1.7129307985305786,0,0.01,0.2533770501613617,0.2533770501613617,-1.447231411933899,0.2534,1.0639208555221558,253.132377238,1.7435145378112793,-2.1278414726257324,-3.8713560104370117,1,115,-1.9356780052185059
93,115,1731435188.2400308,-1.7271144390106201,1.9955520629882812,0,0.01,0.3933819830417633,0.3933819830417633,-2.2155351638793945,0.3934,1.727114200592041,255.108980651,1.2298436164855957,-3.4542288780212402,-4.684072494506836,1,116,-2.342036247253418
94,116,1731435190.258303,-1.5088980197906494,1.3674062490463257,0,0.01,0.3973627984523773,0.3973627984523773,-2.159571409225464,0.3974,1.5088980197906494,257.127244082,1.217653751373291,-3.017796039581299,-4.23544979095459,1,117,-2.117724895477295
95,118,1731435194.2973464,-1.4626953601837158,4.013947486877441,0,0.01,1.1482558250427246,1.1482558250427246,-1.9967169761657715,1.1483,1.4626954793930054,261.166270091,-0.26671791076660156,-2.9253907203674316,-2.65867280960083,0,119,-1.329336404800415
96,119,1731435196.321942,-0.7589884400367737,1.6249768733978271,0,0.01,1.046067714691162,1.046067714691162,-1.4363919496536255,1.0461,0.7589885592460632,263.236392871,-0.11325728893280029,-1.5179768800735474,-1.404719591140747,0,120,-0.7023597955703735
97,120,1731435198.3228552,-1.1577802896499634,2.2118465900421143,0,0.01,0.6004390120506287,0.6004390120506287,-1.1793556213378906,0.6004,1.1577802896499634,265.191816261,0.6948976516723633,-2.3155605792999268,-3.01045823097229,1,121,-1.505229115486145
98,121,1731435200.3395777,-1.256589651107788,2.279799699783325,0,0.01,0.4709134101867676,0.4709134101867676,-1.1615551710128784,0.4709,1.256589651107788,267.208517769,1.0084013938903809,-2.513179302215576,-3.521580696105957,1,122,-1.7607903480529785
99,122,1731435202.3569655,-0.37733736634254456,0.6666205525398254,0,0.01,0.5741370320320129,0.5741370320320129,-1.280433177947998,0.5741,0.37733733654022217,269.22592603,0.7541214823722839,-0.7546747326850891,-1.508796215057373,1,123,-0.7543981075286865
100,123,1731435204.3507493,-1.6389816999435425,9.915775299072266,0,0.01,1.4383081197738647,1.4383081197738647,-1.1553936004638672,1.4383,1.638981580734253,271.219677001,-0.66737961769104,-3.277963399887085,-2.610583782196045,0,124,-1.3052918910980225
101,124,1731435206.342042,-3.413762331008911,7.468078136444092,0,0.01,2.030491352081299,2.030491352081299,-2.791635751724243,2.0305,3.413762331008911,273.252433677,-1.3897671699523926,-6.827524662017822,-5.43775749206543,0,125,-2.718878746032715
102,125,1731435208.3567312,-1.256906509399414,1.8938367366790771,0,0.01,0.5282995700836182,0.5282995700836182,-1.2351770401000977,0.5283,1.256906509399414,275.225690348,0.8623397350311279,-2.513813018798828,-3.376152753829956,1,126,-1.688076376914978
103,127,1731435212.3483763,-1.7608343362808228,3.6470022201538086,0,0.01,2.436692476272583,2.436692476272583,-1.4378842115402222,2.4367,1.7608340978622437,279.217322882,-1.845180630683899,-3.5216686725616455,-1.6764880418777466,0,128,-0.8382440209388733
104,128,1731435214.3617277,-0.8409699201583862,3.4843900203704834,0,0.01,0.8453428745269775,0.8453428745269775,-1.2652380466461182,0.8453,0.8409699201583862,281.230678713,0.21574163436889648,-1.6819398403167725,-1.897681474685669,1,129,-0.9488407373428345
105,129,1731435216.356009,-1.9527146816253662,7.233471870422363,0,0.01,1.878454566001892,1.878454566001892,-1.9267065525054932,1.8785,1.9527148008346558,283.224971362,-1.2126052379608154,-3.9054293632507324,-2.692824125289917,0,130,-1.3464120626449585
106,130,1731435218.3730803,-1.3726580142974854,4.629430294036865,0,0.01,0.961925745010376,0.961925745010376,-1.7907648086547852,0.9619,1.3726578950881958,285.242037262,0.01959395408630371,-2.7453160285949707,-2.7649099826812744,1,131,-1.3824549913406372
107,131,1731435220.3662949,-1.6231826543807983,4.461722373962402,0,0.01,3.080646514892578,3.080646514892578,-0.5287266969680786,3.0806,1.6231826543807983,287.235259191,-2.5336287021636963,-3.2463653087615967,-0.7127366065979004,0,132,-0.3563683032989502
